Date,Name,Year,Letterboxd URI,Rating
2013-11-24,A Summer at Grandpa's,1984,https://letterboxd.com/film/a-summer-at-grandpas/,3
2013-11-29,The Heat,2013,https://letterboxd.com/film/the-heat/,2.5
2013-11-29,Star Trek Into Darkness,2013,https://letterboxd.com/film/star-trek-into-darkness/,3
2013-11-29,American Graffiti,1973,https://letterboxd.com/film/american-graffiti/,1.5
2013-12-02,Spirited Away,2001,https://letterboxd.com/film/spirited-away/,3.5
2013-12-03,Simon Killer,2012,https://letterboxd.com/film/simon-killer/,2.5
2013-12-05,Frances Ha,2012,https://letterboxd.com/film/frances-ha/,3.5
2013-12-10,About Time,2013,https://letterboxd.com/film/about-time/,3
2013-12-11,21 Jump Street,2012,https://letterboxd.com/film/21-jump-street/,3.5
2013-12-11,Blue Jasmine,2013,https://letterboxd.com/film/blue-jasmine/,2.5
2013-12-11,The Descendants,2011,https://letterboxd.com/film/the-descendants/,1
2013-12-12,The Conjuring,2013,https://letterboxd.com/film/the-conjuring/,3.5
2013-12-14,Insidious,2010,https://letterboxd.com/film/insidious/,1
2013-12-21,Our Children,2012,https://letterboxd.com/film/our-children/,1
2013-12-21,The Spectacular Now,2013,https://letterboxd.com/film/the-spectacular-now/,3.5
2013-12-23,Dallas Buyers Club,2013,https://letterboxd.com/film/dallas-buyers-club/,2.5
2013-12-23,Leviathan,2012,https://letterboxd.com/film/leviathan-2012/,4
2013-12-24,The Blair Witch Project,1999,https://letterboxd.com/film/the-blair-witch-project/,3.5
2013-12-27,Moolaadé,2004,https://letterboxd.com/film/moolaade/,3.5
2013-12-27,[REC],2007,https://letterboxd.com/film/rec/,2.5
2013-12-27,20 Feet from Stardom,2013,https://letterboxd.com/film/20-feet-from-stardom/,3
2013-12-29,Paranormal Activity,2007,https://letterboxd.com/film/paranormal-activity/,4.5
2014-01-01,12 Years a Slave,2013,https://letterboxd.com/film/12-years-a-slave/,3.5
2014-01-02,Rush,2013,https://letterboxd.com/film/rush-2013/,4
2014-01-02,The Wolf of Wall Street,2013,https://letterboxd.com/film/the-wolf-of-wall-street/,4.5
2014-01-04,American Hustle,2013,https://letterboxd.com/film/american-hustle/,2
2014-01-06,Bad Grandpa,2013,https://letterboxd.com/film/bad-grandpa/,2.5
2014-01-07,Blackfish,2013,https://letterboxd.com/film/blackfish/,3
2014-01-08,Short Term 12,2013,https://letterboxd.com/film/short-term-12-2013/,0.5
2014-01-08,Don Jon,2013,https://letterboxd.com/film/don-jon/,2.5
2014-01-10,Her,2013,https://letterboxd.com/film/her/,2
2014-01-14,Senna,2010,https://letterboxd.com/film/senna/,4
2014-01-20,Biggie and Tupac,2002,https://letterboxd.com/film/biggie-and-tupac/,3.5
2014-01-20,Kurt & Courtney,1998,https://letterboxd.com/film/kurt-courtney/,3.5
2014-01-21,Seduced and Abandoned,2013,https://letterboxd.com/film/seduced-and-abandoned-2013/,3
2014-01-21,Affliction,1997,https://letterboxd.com/film/affliction/,3
2014-01-25,Inside Llewyn Davis,2013,https://letterboxd.com/film/inside-llewyn-davis/,3
2014-01-27,No,2012,https://letterboxd.com/film/no-2012/,3.5
2014-01-27,Microcosmos,1996,https://letterboxd.com/film/microcosmos/,4
2014-01-29,Jesus Camp,2006,https://letterboxd.com/film/jesus-camp/,3.5
2014-01-31,A Touch of Sin,2013,https://letterboxd.com/film/a-touch-of-sin/,2.5
2014-02-02,Fruitvale Station,2013,https://letterboxd.com/film/fruitvale-station/,1
2014-02-02,Hannah Arendt,2012,https://letterboxd.com/film/hannah-arendt/,3
2014-02-03,A World Without Women,2011,https://letterboxd.com/film/a-world-without-women/,4.5
2014-02-05,Arbitrage,2012,https://letterboxd.com/film/arbitrage/,4
2014-02-12,Happiness,1998,https://letterboxd.com/film/happiness/,4.5
2014-02-14,Nebraska,2013,https://letterboxd.com/film/nebraska/,2.5
2014-02-16,The Armstrong Lie,2013,https://letterboxd.com/film/the-armstrong-lie/,3.5
2014-02-23,The Lego Movie,2014,https://letterboxd.com/film/the-lego-movie/,4
2014-02-23,The Counselor,2013,https://letterboxd.com/film/the-counselor/,1
2014-02-24,Sixteen Candles,1984,https://letterboxd.com/film/sixteen-candles/,3.5
2014-02-28,We Steal Secrets: The Story of WikiLeaks,2013,https://letterboxd.com/film/we-steal-secrets-the-story-of-wikileaks/,3
2014-03-02,American Movie,1999,https://letterboxd.com/film/american-movie/,3.5
2014-03-02,Gaslight,1944,https://letterboxd.com/film/gaslight-1944/,3
2014-03-04,Braveheart,1995,https://letterboxd.com/film/braveheart/,4.5
2014-03-04,Enron: The Smartest Guys in the Room,2005,https://letterboxd.com/film/enron-the-smartest-guys-in-the-room/,3.5
2014-03-06,Taxi to the Dark Side,2007,https://letterboxd.com/film/taxi-to-the-dark-side/,3
2014-03-08,Cloudy with a Chance of Meatballs,2009,https://letterboxd.com/film/cloudy-with-a-chance-of-meatballs/,3.5
2014-03-10,Cyclo,1995,https://letterboxd.com/film/cyclo/,3
2014-03-13,Nymphomaniac: Vol. I,2013,https://letterboxd.com/film/nymphomaniac-volume-i/,3.5
2014-03-17,First Cousin Once Removed,2012,https://letterboxd.com/film/first-cousin-once-removed/,4
2014-03-20,The Grand Budapest Hotel,2014,https://letterboxd.com/film/the-grand-budapest-hotel/,1.5
2014-03-23,Water Lilies,2007,https://letterboxd.com/film/water-lilies/,3.5
2014-04-02,Mary and Max,2009,https://letterboxd.com/film/mary-and-max/,3.5
2014-04-03,Snowpiercer,2013,https://letterboxd.com/film/snowpiercer/,1
2014-04-07,Under the Skin,2013,https://letterboxd.com/film/under-the-skin-2013/,2.5
2014-04-08,The Adventures of Robin Hood,1938,https://letterboxd.com/film/the-adventures-of-robin-hood/,3.5
2014-04-14,Thief,1981,https://letterboxd.com/film/thief/,4
2014-04-20,To Be and to Have,2002,https://letterboxd.com/film/to-be-and-to-have/,3.5
2014-04-27,The Staircase,2004,https://letterboxd.com/film/the-staircase/,4.5
2014-05-08,Nymphomaniac: Vol. II,2013,https://letterboxd.com/film/nymphomaniac-volume-ii/,3.5
2014-05-08,We Are the Best!,2013,https://letterboxd.com/film/we-are-the-best/,3.5
2014-05-12,The Age of Innocence,1993,https://letterboxd.com/film/the-age-of-innocence/,3.5
2014-05-15,Le Havre,2011,https://letterboxd.com/film/le-havre/,3
2014-05-23,Godzilla,2014,https://letterboxd.com/film/godzilla-2014/,3
2014-05-23,Welcome to New York,2014,https://letterboxd.com/film/welcome-to-new-york/,3.5
2014-05-27,The Woman Who Wasn't There,2012,https://letterboxd.com/film/the-woman-who-wasnt-there/,3.5
2014-05-31,Oculus,2013,https://letterboxd.com/film/oculus/,2.5
2014-06-15,The Sea Hawk,1940,https://letterboxd.com/film/the-sea-hawk-1940/,3.5
2014-06-15,In the Loop,2009,https://letterboxd.com/film/in-the-loop/,3.5
2014-06-15,Stranger by the Lake,2013,https://letterboxd.com/film/stranger-by-the-lake/,3.5
2014-06-16,The Friends of Eddie Coyle,1973,https://letterboxd.com/film/the-friends-of-eddie-coyle/,4
2014-06-16,Captains Courageous,1937,https://letterboxd.com/film/captains-courageous/,3.5
2014-06-19,The Naked Kiss,1964,https://letterboxd.com/film/the-naked-kiss/,2.5
2014-06-22,The Times of Harvey Milk,1984,https://letterboxd.com/film/the-times-of-harvey-milk/,3.5
2014-06-22,La Cérémonie,1995,https://letterboxd.com/film/la-ceremonie/,4
2014-06-23,Dear Zachary: A Letter to a Son About His Father,2008,https://letterboxd.com/film/dear-zachary-a-letter-to-a-son-about-his-father/,3.5
2014-06-23,Detour,1945,https://letterboxd.com/film/detour/,3.5
2014-06-24,The Set-Up,1949,https://letterboxd.com/film/the-set-up/,4
2014-06-26,Hud,1963,https://letterboxd.com/film/hud/,4
2014-06-26,Joe,2013,https://letterboxd.com/film/joe-2013/,3.5
2014-06-29,Heidi Fleiss: Hollywood Madam,1995,https://letterboxd.com/film/heidi-fleiss-hollywood-madam/,3
2014-06-29,The Naked Spur,1953,https://letterboxd.com/film/the-naked-spur/,3
2014-06-29,The House I Live In,2012,https://letterboxd.com/film/the-house-i-live-in/,3
2014-07-01,Tim's Vermeer,2013,https://letterboxd.com/film/tims-vermeer/,4
2014-07-01,X-Men: First Class,2011,https://letterboxd.com/film/x-men-first-class/,2.5
2014-07-04,A Passage to India,1984,https://letterboxd.com/film/a-passage-to-india/,2.5
2014-07-05,Close-Up,1990,https://letterboxd.com/film/close-up/,3.5
2014-07-05,Nenette and Boni,1996,https://letterboxd.com/film/nenette-and-boni/,3.5
2014-07-05,Heaven Can Wait,1943,https://letterboxd.com/film/heaven-can-wait/,3
2014-07-05,Panic in the Streets,1950,https://letterboxd.com/film/panic-in-the-streets/,2.5
2014-07-11,Fox and His Friends,1975,https://letterboxd.com/film/fox-and-his-friends/,4
2014-07-14,Dawn of the Planet of the Apes,2014,https://letterboxd.com/film/dawn-of-the-planet-of-the-apes/,3.5
2014-07-14,Cape Fear,1991,https://letterboxd.com/film/cape-fear-1991/,3
2014-07-19,The Cruise,1998,https://letterboxd.com/film/the-cruise/,3
2014-07-19,Buchanan Rides Alone,1958,https://letterboxd.com/film/buchanan-rides-alone/,3
2014-07-20,Boyhood,2014,https://letterboxd.com/film/boyhood/,3.5
2014-07-21,About Last Night,2014,https://letterboxd.com/film/about-last-night-2014/,3
2014-07-21,The Unknown Known,2013,https://letterboxd.com/film/the-unknown-known/,2.5
2014-08-02,"Harry, He's Here To Help",2000,https://letterboxd.com/film/harry-hes-here-to-help/,3.5
2014-08-11,Afflicted,2013,https://letterboxd.com/film/afflicted/,1.5
2014-08-24,Blades of Glory,2007,https://letterboxd.com/film/blades-of-glory/,1
2014-08-25,The Secret Garden,1993,https://letterboxd.com/film/the-secret-garden-1993/,3
2014-08-28,The Funeral,1996,https://letterboxd.com/film/the-funeral-1996/,3
2014-08-28,Climates,2006,https://letterboxd.com/film/climates/,3.5
2014-08-28,In the Heat of the Night,1967,https://letterboxd.com/film/in-the-heat-of-the-night/,3.5
2014-09-22,The Drop,2014,https://letterboxd.com/film/the-drop-2014/,2.5
2014-09-24,"Like Father, Like Son",2013,https://letterboxd.com/film/like-father-like-son-2013/,3.5
2014-09-28,The Man from Nowhere,2010,https://letterboxd.com/film/the-man-from-nowhere/,1.5
2014-09-28,Das Boot,1981,https://letterboxd.com/film/das-boot/,2.5
2014-09-28,Annie Hall,1977,https://letterboxd.com/film/annie-hall/,3.5
2014-10-03,An Autumn Afternoon,1962,https://letterboxd.com/film/an-autumn-afternoon/,3
2014-10-05,Gone Girl,2014,https://letterboxd.com/film/gone-girl/,3.5
2014-10-09,Joint Security Area,2000,https://letterboxd.com/film/joint-security-area/,2
2014-10-11,Sister,2012,https://letterboxd.com/film/sister/,3
2014-10-15,How to Train Your Dragon 2,2014,https://letterboxd.com/film/how-to-train-your-dragon-2/,3
2014-10-18,Hachi: A Dog's Tale,2009,https://letterboxd.com/film/hachi-a-dogs-tale/,3
2014-10-21,Edge of Tomorrow,2014,https://letterboxd.com/film/edge-of-tomorrow/,3.5
2014-10-27,Tomboy,2011,https://letterboxd.com/film/tomboy-2011/,3.5
2014-10-27,Tombstone,1993,https://letterboxd.com/film/tombstone/,3
2014-11-01,The American,2010,https://letterboxd.com/film/the-american/,3
2014-11-04,K-19: The Widowmaker,2002,https://letterboxd.com/film/k-19-the-widowmaker/,4
2014-11-06,Fresh,1994,https://letterboxd.com/film/fresh/,3.5
2014-11-09,It Follows,2014,https://letterboxd.com/film/it-follows/,3.5
2014-11-11,Mr. Turner,2014,https://letterboxd.com/film/mr-turner/,2.5
2014-11-11,Girlhood,2014,https://letterboxd.com/film/girlhood-2014/,3
2014-11-14,The Duke of Burgundy,2014,https://letterboxd.com/film/the-duke-of-burgundy/,3
2014-11-17,Interstellar,2014,https://letterboxd.com/film/interstellar/,2
2014-11-18,Foxcatcher,2014,https://letterboxd.com/film/foxcatcher/,3.5
2014-11-23,Blue Ruin,2013,https://letterboxd.com/film/blue-ruin/,2
2014-11-30,Our Idiot Brother,2011,https://letterboxd.com/film/our-idiot-brother/,3
2014-11-30,Side Effects,2013,https://letterboxd.com/film/side-effects-2013/,3
2014-12-01,Witness,1985,https://letterboxd.com/film/witness/,3.5
2014-12-01,The Crossing Guard,1995,https://letterboxd.com/film/the-crossing-guard/,1.5
2014-12-03,Cutie and the Boxer,2013,https://letterboxd.com/film/cutie-and-the-boxer/,3.5
2014-12-05,Cigarettes & Coffee,1993,https://letterboxd.com/film/cigarettes-coffee/,3
2014-12-05,This Is John,2003,https://letterboxd.com/film/this-is-john/,3.5
2014-12-08,The Ides of March,2011,https://letterboxd.com/film/the-ides-of-march/,4
2014-12-14,Nightcrawler,2014,https://letterboxd.com/film/nightcrawler/,3.5
2014-12-17,Goodbye First Love,2011,https://letterboxd.com/film/goodbye-first-love/,2
2014-12-17,Mad Max,1979,https://letterboxd.com/film/mad-max/,2
2014-12-22,Sex and Lucia,2001,https://letterboxd.com/film/sex-and-lucia/,1
2014-12-22,Strange Days,1995,https://letterboxd.com/film/strange-days/,3
2014-12-23,Aileen Wuornos: The Selling of a Serial Killer,1992,https://letterboxd.com/film/aileen-wuornos-the-selling-of-a-serial-killer/,3.5
2014-12-23,Aileen: Life and Death of a Serial Killer,2003,https://letterboxd.com/film/aileen-life-and-death-of-a-serial-killer/,3
2014-12-24,Rain Man,1988,https://letterboxd.com/film/rain-man/,3.5
2014-12-26,Hot Rod,2007,https://letterboxd.com/film/hot-rod/,0.5
2014-12-27,Y Tu Mamá También,2001,https://letterboxd.com/film/y-tu-mama-tambien/,3
2014-12-28,The Trip,2010,https://letterboxd.com/film/the-trip-2010/,3
2014-12-30,The Imitation Game,2014,https://letterboxd.com/film/the-imitation-game/,3
2015-01-01,Earth,1930,https://letterboxd.com/film/earth-1930/,2
2015-01-10,Whiplash,2014,https://letterboxd.com/film/whiplash-2014/,4
2015-01-12,Big Hero 6,2014,https://letterboxd.com/film/big-hero-6/,3
2015-01-12,American Sniper,2014,https://letterboxd.com/film/american-sniper/,1.5
2015-01-13,Unbroken,2014,https://letterboxd.com/film/unbroken/,1
2015-01-14,The Interview,2014,https://letterboxd.com/film/the-interview-2014/,2
2015-01-15,The Babadook,2014,https://letterboxd.com/film/the-babadook/,3.5
2015-01-18,Fury,2014,https://letterboxd.com/film/fury-2014/,3.5
2015-01-22,Undefeated,2011,https://letterboxd.com/film/undefeated-2011/,3.5
2015-01-26,Paddington,2014,https://letterboxd.com/film/paddington/,3
2015-01-30,Force Majeure,2014,https://letterboxd.com/film/force-majeure-2014/,3.5
2015-01-31,Virunga,2014,https://letterboxd.com/film/virunga/,2.5
2015-02-03,The One I Love,2014,https://letterboxd.com/film/the-one-i-love-2014/,3
2015-02-05,Swingers,1996,https://letterboxd.com/film/swingers/,2.5
2015-02-06,Frank,2014,https://letterboxd.com/film/frank-2014/,1.5
2015-02-08,Paradise: Hope,2013,https://letterboxd.com/film/paradise-hope/,3.5
2015-02-09,Coherence,2013,https://letterboxd.com/film/coherence/,3.5
2015-02-10,Megamind,2010,https://letterboxd.com/film/megamind/,3
2015-02-15,"Two Days, One Night",2014,https://letterboxd.com/film/two-days-one-night/,4
2015-02-15,There's Always Tomorrow,1956,https://letterboxd.com/film/theres-always-tomorrow/,3.5
2015-02-16,Listen Up Philip,2014,https://letterboxd.com/film/listen-up-philip/,4
2015-02-16,Only Lovers Left Alive,2013,https://letterboxd.com/film/only-lovers-left-alive/,2
2015-02-17,Chef,2014,https://letterboxd.com/film/chef/,3
2015-02-22,Ida,2013,https://letterboxd.com/film/ida/,2.5
2015-02-23,Modern Romance,1981,https://letterboxd.com/film/modern-romance/,2.5
2015-02-26,Hannah Takes the Stairs,2007,https://letterboxd.com/film/hannah-takes-the-stairs/,2.5
2015-02-27,Citizenfour,2014,https://letterboxd.com/film/citizenfour/,3.5
2015-03-02,Birdman,2014,https://letterboxd.com/film/birdman/,2.5
2015-03-08,It's a Disaster,2012,https://letterboxd.com/film/its-a-disaster/,2.5
2015-03-08,Chappie,2015,https://letterboxd.com/film/chappie/,5
2015-03-08,Kingsman: The Secret Service,2014,https://letterboxd.com/film/kingsman-the-secret-service/,3
2015-03-14,Cropsey,2010,https://letterboxd.com/film/cropsey/,3.5
2015-03-16,The Jinx: The Life and Deaths of Robert Durst,2015,https://letterboxd.com/film/the-jinx-the-life-and-deaths-of-robert-durst/,4
2015-03-16,The Iron Giant,1999,https://letterboxd.com/film/the-iron-giant/,3
2015-03-31,Spanking the Monkey,1994,https://letterboxd.com/film/spanking-the-monkey/,3
2015-03-31,The Mortal Storm,1940,https://letterboxd.com/film/the-mortal-storm/,3.5
2015-04-01,Going Clear: Scientology and the Prison of Belief,2015,https://letterboxd.com/film/going-clear-scientology-and-the-prison-of-belief/,3
2015-04-06,Being Elmo: A Puppeteer's Journey,2011,https://letterboxd.com/film/being-elmo-a-puppeteers-journey/,2.5
2015-04-10,The Descent,2005,https://letterboxd.com/film/the-descent/,2.5
2015-04-13,Lincoln,2012,https://letterboxd.com/film/lincoln/,2.5
2015-04-19,Li'l Quinquin,2014,https://letterboxd.com/film/lil-quinquin/,3.5
2015-04-19,Walk the Line,2005,https://letterboxd.com/film/walk-the-line/,4
2015-05-02,Fed Up,2014,https://letterboxd.com/film/fed-up-2014/,2.5
2015-05-03,Bottle Rocket,1996,https://letterboxd.com/film/bottle-rocket-1996/,3.5
2015-05-04,Whitey: United States of America v. James J. Bulger,2014,https://letterboxd.com/film/whitey-united-states-of-america-v-james-j-bulger/,2.5
2015-05-07,Bird People,2014,https://letterboxd.com/film/bird-people/,2.5
2015-05-07,Showrunners: The Art of Running a TV Show,2014,https://letterboxd.com/film/showrunners-the-art-of-running-a-tv-show/,2
2015-05-07,The Overnighters,2014,https://letterboxd.com/film/the-overnighters/,3
2015-05-12,Click,2006,https://letterboxd.com/film/click/,3.5
2015-05-17,Magic in the Moonlight,2014,https://letterboxd.com/film/magic-in-the-moonlight/,3
2015-05-17,Mad Max: Fury Road,2015,https://letterboxd.com/film/mad-max-fury-road/,4
2015-05-18,Saturday Night Fever,1977,https://letterboxd.com/film/saturday-night-fever/,3.5
2015-05-25,La Haine,1995,https://letterboxd.com/film/la-haine/,4.5
2015-05-25,Pitch Perfect 2,2015,https://letterboxd.com/film/pitch-perfect-2/,3.5
2015-05-27,Ex Machina,2014,https://letterboxd.com/film/ex-machina-2014/,3
2015-05-27,Magnificent Obsession,1954,https://letterboxd.com/film/magnificent-obsession-1954/,2.5
2015-05-28,Life Itself,2014,https://letterboxd.com/film/life-itself/,2
2015-05-31,Cobain: Montage of Heck,2015,https://letterboxd.com/film/cobain-montage-of-heck/,3.5
2015-06-03,The DUFF,2015,https://letterboxd.com/film/the-duff/,2.5
2015-06-06,Captain America: The Winter Soldier,2014,https://letterboxd.com/film/captain-america-the-winter-soldier/,2.5
2015-06-08,Forbidden Planet,1956,https://letterboxd.com/film/forbidden-planet/,3
2015-06-08,Mary Last Seen,2010,https://letterboxd.com/film/mary-last-seen/,4
2015-06-08,Spy,2015,https://letterboxd.com/film/spy/,3
2015-06-14,Heaven Knows What,2014,https://letterboxd.com/film/heaven-knows-what/,4
2015-06-15,Southcliffe,2013,https://letterboxd.com/film/southcliffe/,2
2015-06-16,Hot Girls Wanted,2015,https://letterboxd.com/film/hot-girls-wanted/,1.5
2015-06-21,Jurassic World,2015,https://letterboxd.com/film/jurassic-world/,2.5
2015-07-01,Timbuktu,2014,https://letterboxd.com/film/timbuktu-2014/,4
2015-07-01,"McFarland, USA",2015,https://letterboxd.com/film/mcfarland-usa/,3
2015-07-02,Inside Out,2015,https://letterboxd.com/film/inside-out-2015/,3.5
2015-07-05,Ballet 422,2014,https://letterboxd.com/film/ballet-422/,2
2015-07-13,Black Sea,2014,https://letterboxd.com/film/black-sea-2014/,3
2015-07-13,Lost in La Mancha,2002,https://letterboxd.com/film/lost-in-la-mancha/,4
2015-07-20,The Wicker Man,1973,https://letterboxd.com/film/the-wicker-man/,2.5
2015-07-20,Wreck-It Ralph,2012,https://letterboxd.com/film/wreck-it-ralph/,4
2015-07-26,Amy,2015,https://letterboxd.com/film/amy-2015/,3
2015-07-29,Master and Commander: The Far Side of the World,2003,https://letterboxd.com/film/master-and-commander-the-far-side-of-the-world/,3.5
2015-07-30,La Strada,1954,https://letterboxd.com/film/la-strada/,3.5
2015-08-01,Shoeshine,1946,https://letterboxd.com/film/shoeshine/,3.5
2015-08-02,Trainwreck,2015,https://letterboxd.com/film/trainwreck/,0.5
2015-08-06,Mission: Impossible - Rogue Nation,2015,https://letterboxd.com/film/mission-impossible-rogue-nation/,2
2015-08-07,Barcelona,1994,https://letterboxd.com/film/barcelona/,2
2015-08-16,The Skeleton Twins,2014,https://letterboxd.com/film/the-skeleton-twins/,3.5
2015-08-17,Child 44,2015,https://letterboxd.com/film/child-44/,2
2015-08-19,The Gift,2015,https://letterboxd.com/film/the-gift-2015-1/,3.5
2015-08-24,Crimson Tide,1995,https://letterboxd.com/film/crimson-tide/,3.5
2015-08-29,Last Days in Vietnam,2014,https://letterboxd.com/film/last-days-in-vietnam/,4
2015-09-01,Damsels in Distress,2011,https://letterboxd.com/film/damsels-in-distress/,2
2015-09-01,Frenzy,1972,https://letterboxd.com/film/frenzy/,3
2015-09-01,The Natural,1984,https://letterboxd.com/film/the-natural/,3
2015-09-07,San Andreas,2015,https://letterboxd.com/film/san-andreas/,2
2015-09-07,Magic Mike XXL,2015,https://letterboxd.com/film/magic-mike-xxl/,1
2015-09-08,Love & Mercy,2014,https://letterboxd.com/film/love-mercy/,4
2015-09-12,Get on Up,2014,https://letterboxd.com/film/get-on-up/,3
2015-09-19,Black Mass,2015,https://letterboxd.com/film/black-mass-2015/,1.5
2015-09-20,Sicario,2015,https://letterboxd.com/film/sicario-2015/,4
2015-09-28,Blue Steel,1990,https://letterboxd.com/film/blue-steel-1990/,2.5
2015-09-28,Near Dark,1987,https://letterboxd.com/film/near-dark/,2.5
2015-09-29,"Now, Voyager",1942,https://letterboxd.com/film/now-voyager/,3.5
2015-09-29,6 Years,2015,https://letterboxd.com/film/6-years/,3
2015-10-04,Still Walking,2008,https://letterboxd.com/film/still-walking/,3.5
2015-10-07,The Martian,2015,https://letterboxd.com/film/the-martian/,3.5
2015-10-19,Satan,2006,https://letterboxd.com/film/satan-2006/,3
2015-10-23,The End of the Tour,2015,https://letterboxd.com/film/the-end-of-the-tour/,3.5
2015-10-24,Bridge of Spies,2015,https://letterboxd.com/film/bridge-of-spies/,3
2015-10-26,The Overnight,2015,https://letterboxd.com/film/the-overnight/,3.5
2015-10-26,Steve Jobs,2015,https://letterboxd.com/film/steve-jobs/,3.5
2015-10-27,Shaun the Sheep Movie,2015,https://letterboxd.com/film/shaun-the-sheep-movie/,3.5
2015-10-29,Everest,2015,https://letterboxd.com/film/everest-2015/,3.5
2015-11-02,Scary Movie,2000,https://letterboxd.com/film/scary-movie-2000/,3
2015-11-02,Show Me a Hero,2015,https://letterboxd.com/film/show-me-a-hero/,4.5
2015-11-07,Quai des Orfèvres,1947,https://letterboxd.com/film/quai-des-orfevres-1947/,3
2015-11-10,Crooklyn,1994,https://letterboxd.com/film/crooklyn/,2.5
2015-11-10,A Little Princess,1995,https://letterboxd.com/film/a-little-princess-1995/,3
2015-11-11,What We Do in the Shadows,2014,https://letterboxd.com/film/what-we-do-in-the-shadows/,3.5
2015-11-17,Spectre,2015,https://letterboxd.com/film/spectre-2015/,1
2015-11-20,Ant-Man,2015,https://letterboxd.com/film/ant-man/,3
2015-11-20,Mistress America,2015,https://letterboxd.com/film/mistress-america/,3.5
2015-11-22,Carol,2015,https://letterboxd.com/film/carol-2015/,4
2015-12-04,Slow West,2015,https://letterboxd.com/film/slow-west/,2.5
2015-12-05,The Raid,2011,https://letterboxd.com/film/the-raid-2011/,3.5
2015-12-05,Son of Saul,2015,https://letterboxd.com/film/son-of-saul/,4.5
2015-12-08,Grandma's Boy,2006,https://letterboxd.com/film/grandmas-boy-2006/,2.5
2015-12-12,The Man from U.N.C.L.E.,2015,https://letterboxd.com/film/the-man-from-uncle/,3
2015-12-12,Tangerine,2015,https://letterboxd.com/film/tangerine/,2.5
2015-12-14,James White,2015,https://letterboxd.com/film/james-white/,2
2015-12-21,"3 ½ Minutes, 10 Bullets",2015,https://letterboxd.com/film/3-minutes-10-bullets/,3
2015-12-21,Spotlight,2015,https://letterboxd.com/film/spotlight/,3
2015-12-23,Room,2015,https://letterboxd.com/film/room-2015/,3
2015-12-23,Straight Outta Compton,2015,https://letterboxd.com/film/straight-outta-compton/,2.5
2015-12-25,Concussion,2015,https://letterboxd.com/film/concussion-2015/,2
2015-12-25,Creed,2015,https://letterboxd.com/film/creed/,3
2015-12-27,Star Wars: The Force Awakens,2015,https://letterboxd.com/film/star-wars-the-force-awakens/,3.5
2015-12-28,The Revenant,2015,https://letterboxd.com/film/the-revenant-2015/,3.5
2016-01-09,The Danish Girl,2015,https://letterboxd.com/film/the-danish-girl/,1.5
2016-01-09,99 Homes,2014,https://letterboxd.com/film/99-homes/,3.5
2016-01-11,The Hateful Eight,2015,https://letterboxd.com/film/the-hateful-eight/,4.5
2016-01-16,Making a Murderer,2015,https://letterboxd.com/film/making-a-murderer/,3.5
2016-01-19,The Good Dinosaur,2015,https://letterboxd.com/film/the-good-dinosaur/,3
2016-01-26,Anomalisa,2015,https://letterboxd.com/film/anomalisa/,3.5
2016-01-29,Where to Invade Next,2015,https://letterboxd.com/film/where-to-invade-next/,2
2016-01-31,Joy,2015,https://letterboxd.com/film/joy-2015/,4
2016-02-03,Polytechnique,2009,https://letterboxd.com/film/polytechnique/,2
2016-02-03,Manhunter,1986,https://letterboxd.com/film/manhunter/,3
2016-02-08,Love,2015,https://letterboxd.com/film/love-2015/,2
2016-02-12,Snow on tha Bluff,2011,https://letterboxd.com/film/snow-on-tha-bluff/,4
2016-02-16,Begin Again,2013,https://letterboxd.com/film/begin-again/,3
2016-02-16,Straight Time,1978,https://letterboxd.com/film/straight-time/,3.5
2016-02-24,Mustang,2015,https://letterboxd.com/film/mustang-2015/,3
2016-02-24,The Witch,2015,https://letterboxd.com/film/the-witch-2015/,2.5
2016-02-26,"Right Now, Wrong Then",2015,https://letterboxd.com/film/right-now-wrong-then/,3.5
2016-02-28,Intolerable Cruelty,2003,https://letterboxd.com/film/intolerable-cruelty/,4
2016-03-08,Bride of Frankenstein,1935,https://letterboxd.com/film/bride-of-frankenstein/,3
2016-03-11,Steve Jobs: The Man in the Machine,2015,https://letterboxd.com/film/steve-jobs-the-man-in-the-machine/,3
2016-03-11,Fatima,2015,https://letterboxd.com/film/fatima-2015/,2
2016-03-13,Cartel Land,2015,https://letterboxd.com/film/cartel-land/,2
2016-03-13,Donkey Skin,1970,https://letterboxd.com/film/donkey-skin/,4
2016-03-23,Beasts of No Nation,2015,https://letterboxd.com/film/beasts-of-no-nation/,2
2016-04-03,Sister Act,1992,https://letterboxd.com/film/sister-act/,3
2016-04-03,Zootopia,2016,https://letterboxd.com/film/zootopia/,3.5
2016-04-11,Raja,2003,https://letterboxd.com/film/raja-2003/,3
2016-04-12,Murder on a Sunday Morning,2001,https://letterboxd.com/film/murder-on-a-sunday-morning/,3.5
2016-04-13,The Big Short,2015,https://letterboxd.com/film/the-big-short/,2
2016-04-15,World of Tomorrow,2015,https://letterboxd.com/film/world-of-tomorrow/,2.5
2016-04-16,My King,2015,https://letterboxd.com/film/my-king-2015/,3
2016-04-17,Still Alice,2014,https://letterboxd.com/film/still-alice/,3.5
2016-04-27,Brooklyn,2015,https://letterboxd.com/film/brooklyn/,3.5
2016-05-03,The Jungle Book,2016,https://letterboxd.com/film/the-jungle-book-2016/,2.5
2016-05-08,Girlfight,2000,https://letterboxd.com/film/girlfight/,2
